symbol	score	entrez
ACE	4.0	1636.0
ACHE	3.0	43.0
ADORA3	4.0	140.0
AFF2	4.0	2334.0
AGAP2	3.0	116986.0
AGTR2	4.0	186.0
ANK2	1.0	287.0
APBA2	4.0	321.0
ASH1L	1.0	55870.0
ASMT	4.0	438.0
ATP10A	3.0	57194.0
ATP2B2	3.0	491.0
ATP6V0A2	4.0	23545.0
AVPR1A	3.0	552.0
AVPR1B	4.0	553.0
BCL11A	2.0	53335.0
C15orf62	4.0	643338.0
CA6	4.0	765.0
BICDL1	4.0	92558.0
CACNA1B	4.0	774.0
CACNA1D	2.0	776.0
CACNA1E	3.0	777.0
CACNA1F	4.0	778.0
CACNA1G	4.0	8913.0
CACNA1H	2.0	8912.0
CACNA1I	4.0	8911.0
CACNB2	3.0	783.0
CAMK2A	4.0	815.0
CDH10	4.0	1008.0
CDH8	4.0	1006.0
CHD2	1.0	1106.0
CACNA2D1	4.0	781.0
CASZ1	3.0	54897.0
CHRNB3	4.0	1142.0
CIB2	3.0	10518.0
CNGB3	4.0	54714.0
CNKSR2	3.0	22866.0
CNR1	3.0	1268.0
CNTNAP2	2.0	26047.0
CTNNA3	4.0	29119.0
CTNND2	2.0	1501.0
CAMK4	4.0	814.0
CYLC2	4.0	1539.0
DDC	4.0	1644.0
CADPS	4.0	8618.0
DISC1	3.0	27185.0
DLGAP1	3.0	9229.0
DLGAP2	4.0	9228.0
DLX6	4.0	1750.0
DNAH17	4.0	8632.0
DNAH3	4.0	55567.0
DLGAP3	4.0	58512.0
DPP6	4.0	1804.0
DRD2	4.0	1813.0
DRD3	4.0	1814.0
DSCAM	1.0	1826.0
DUSP15	4.0	128853.0
DLX2	4.0	1746.0
DRD1	4.0	1812.0
ELAVL2	4.0	1993.0
ELAVL3	3.0	1995.0
ESR2	4.0	2100.0
ESRRB	4.0	2103.0
FBXO40	4.0	51725.0
FEZF2	4.0	55079.0
FGA	4.0	2243.0
GABBR2	4.0	9568.0
GABRA4	4.0	2557.0
GABRB3	2.0	2562.0
GRIA1	2.0	2890.0
GRID1	3.0	2894.0
GRID2	4.0	2895.0
GRIK2	3.0	2898.0
GRIK5	3.0	2901.0
GRIN1	3.0	2902.0
GRIN2A	3.0	2903.0
GABRG3	3.0	2567.0
GALNT8	3.0	3742.0
GRIK3	4.0	2899.0
GRIN2B	1.0	2904.0
GRIP1	2.0	23426.0
GRM5	4.0	2915.0
GRM7	4.0	2917.0
HSD11B1	4.0	3290.0
HTR1B	4.0	3351.0
HTR3A	4.0	3359.0
HYDIN	4.0	54768.0
ICA1	3.0	3382.0
IL1RAPL1	4.0	11141.0
IL1RAPL2	4.0	26280.0
IQSEC2	4.0	23096.0
ITGB3	3.0	3690.0
KANK1	4.0	23189.0
KCND3	4.0	3752.0
KCNJ10	3.0	3766.0
KCNMA1	4.0	3778.0
KCNQ2	3.0	3785.0
KCNQ3	3.0	3786.0
KHDRBS2	4.0	202559.0
KCNC1	4.0	3746.0
KCNJ15	4.0	3772.0
LAMA1	4.0	284217.0
LRFN2	4.0	57497.0
LRP2	4.0	4036.0
MAGEL2	2.0	54551.0
MARK1	4.0	4139.0
MDGA2	4.0	161357.0
LMX1B	3.0	4010.0
MSR1	4.0	4481.0
MTHFR	4.0	4524.0
MUC4	4.0	4585.0
MYO16	4.0	23026.0
MYT1L	1.0	23040.0
NLGN1	3.0	22871.0
NLGN2	4.0	57555.0
NLGN3	2.0	54413.0
NR1D1	4.0	9572.0
NRCAM	4.0	4897.0
NRP2	4.0	8828.0
NRXN1	2.0	9378.0
NRXN2	4.0	9379.0
NRXN3	3.0	9369.0
NTNG1	4.0	22854.0
NTRK1	4.0	4914.0
NTRK3	4.0	4916.0
OXT	4.0	5020.0
PARD3B	3.0	117583.0
PAX5	3.0	5079.0
PCDH11X	4.0	27328.0
PCDHA10	4.0	56139.0
PCDHA2	4.0	56146.0
PCDHA3	4.0	56145.0
PCDHA9	4.0	9752.0
PDCD1	4.0	5133.0
PLCB1	3.0	23236.0
PRKN	3.0	5071.0
PTPRB	4.0	5787.0
PYHIN1	3.0	149628.0
RAI1	3.0	10743.0
RANBP17	2.0	64901.0
RBFOX1	3.0	54715.0
PCDHAC1	4.0	56135.0
PDE1C	4.0	5137.0
PON1	3.0	5444.0
PTPRT	4.0	11122.0
RELN	1.0	5649.0
RFX3	4.0	5991.0
RGS7	4.0	6000.0
RIMS1	2.0	22999.0
RIMS3	4.0	9783.0
SCN2A	1.0	6326.0
SCN4A	4.0	6329.0
SCN8A	3.0	6334.0
SHANK1	3.0	50944.0
SHANK2	2.0	22941.0
SHOX	3.0	6473.0
SLC12A5	3.0	57468.0
SLC6A1	2.0	6529.0
SLC6A3	3.0	6531.0
SLC6A4	4.0	6532.0
SMG6	4.0	23293.0
SNAP25	4.0	6616.0
SNTG2	4.0	54221.0
SRGAP3	4.0	9901.0
STX1A	4.0	6804.0
SLC24A2	4.0	25769.0
SLITRK5	3.0	26050.0
ST8SIA2	3.0	8128.0
SYN1	4.0	6853.0
SYN2	4.0	6854.0
SYNGAP1	1.0	8831.0
TBR1	1.0	10716.0
TBX1	4.0	6899.0
TCF20	2.0	6942.0
TDO2	4.0	6999.0
TECTA	4.0	7007.0
TRPC6	3.0	7225.0
TRPM1	3.0	4308.0
TTN	4.0	7273.0
THRA	4.0	7067.0
UNC13A	4.0	23025.0
VASH1	4.0	22846.0
VIL1	3.0	7429.0
WNK3	4.0	65267.0
WNT1	4.0	7471.0
