symbol	score	entrez
ADK	4.0	132.0
ADNP	1.0	23394.0
AKAP9	3.0	10142.0
ANXA1	3.0	301.0
ARHGAP5	4.0	394.0
AGO3	4.0	192669.0
AGO4	3.0	192670.0
ASAP2	3.0	8853.0
ASPM	3.0	259266.0
ATRX	4.0	546.0
AUTS2	3.0	26053.0
BAZ2B	2.0	29994.0
BBS4	4.0	585.0
BIRC6	4.0	57448.0
BRCA2	4.0	675.0
BTAF1	3.0	9044.0
CAPRIN1	3.0	4076.0
CASC4	4.0	113201.0
CASK	4.0	8573.0
CCDC91	4.0	55297.0
CCT4	3.0	10575.0
CEP290	4.0	80184.0
CEP41	2.0	95681.0
CHD1	4.0	1105.0
CCNG1	3.0	900.0
CLASP1	3.0	23332.0
CPT2	4.0	1376.0
CTCF	3.0	10664.0
CTNNB1	3.0	1499.0
CUL3	1.0	8452.0
CYFIP1	3.0	23191.0
DDX3X	2.0	1654.0
CPEB4	3.0	80315.0
DENR	3.0	8562.0
DLG1	4.0	1739.0
DMXL2	4.0	23312.0
DPYD	4.0	1806.0
DPYSL2	3.0	1808.0
DYRK1A	1.0	1859.0
EFR3A	3.0	23167.0
EIF4E	4.0	1977.0
ELP4	3.0	26610.0
EP300	4.0	2033.0
EPC2	4.0	26122.0
EMSY	3.0	56946.0
ERBIN	2.0	55914.0
FABP5	4.0	2171.0
FAN1	4.0	22909.0
FAT1	4.0	2195.0
FBXO33	4.0	254170.0
EXOC5	4.0	10640.0
EXOC6	4.0	54536.0
FBXO11	4.0	80204.0
FOXP1	2.0	27086.0
GGNBP2	3.0	79893.0
GIGYF2	2.0	26058.0
GLO1	4.0	2739.0
GPHN	3.0	10243.0
GPD2	4.0	2820.0
GTF2I	4.0	2969.0
HMGN1	3.0	3150.0
HNRNPH2	4.0	3188.0
HNRNPU	4.0	3192.0
HOMER1	4.0	9456.0
ILF2	2.0	3608.0
INPP1	4.0	3628.0
INTS6	2.0	26512.0
IRF2BPL	2.0	64207.0
ITPR1	4.0	3708.0
JARID2	3.0	3720.0
JMJD1C	4.0	221037.0
KAT2B	2.0	8850.0
KAT6A	3.0	7994.0
KATNAL1	4.0	84056.0
KDM5B	2.0	10765.0
KDM6A	2.0	7403.0
KIAA1586	3.0	57691.0
KDM4C	3.0	23081.0
KIF14	3.0	9928.0
KMT2E	3.0	55904.0
LEO1	2.0	123169.0
KMT5B	1.0	51111.0
LRBA	4.0	987.0
MBD4	4.0	8930.0
MCM4	4.0	4173.0
MCM6	4.0	4175.0
KRR1	4.0	11103.0
LRRC1	4.0	55227.0
MED13	2.0	9969.0
MED13L	2.0	23389.0
MIB1	4.0	57534.0
MPP6	4.0	51678.0
MSANTD2	4.0	79684.0
NAA15	1.0	80155.0
NCKAP1	2.0	10787.0
NCOR1	2.0	9611.0
NFIA	4.0	4774.0
NIPA1	4.0	123606.0
NIPA2	4.0	81614.0
NDUFA5	4.0	4698.0
NFE2L3	3.0	9603.0
NUP133	4.0	55746.0
OFD1	4.0	8481.0
NSMCE3	4.0	56160.0
NUDCD2	3.0	134492.0
PAK2	3.0	5062.0
PAPOLG	4.0	64895.0
PER2	3.0	8864.0
PHF3	2.0	23469.0
PHIP	3.0	55023.0
POGZ	1.0	23126.0
POLA2	4.0	23649.0
POT1	4.0	25913.0
PPM1D	4.0	8493.0
PPP2R1B	4.0	5519.0
PRKDC	4.0	5591.0
PRPF39	4.0	55015.0
PTBP2	4.0	58155.0
PTEN	1.0	5728.0
PTPN11	4.0	5781.0
QRICH1	4.0	54870.0
RAB2A	3.0	5862.0
PEX7	4.0	5191.0
PHB	3.0	5245.0
PPFIA1	4.0	8500.0
RALGAPB	3.0	57148.0
RBM27	3.0	54439.0
REEP3	4.0	221035.0
RNF135	4.0	84282.0
RNF38	4.0	152006.0
RPS6KA3	4.0	6197.0
SAE1	3.0	10055.0
SATB2	4.0	23314.0
SCFD2	4.0	152579.0
SCP2	4.0	6342.0
SETD2	3.0	29072.0
SETDB2	4.0	83852.0
SET	2.0	6418.0
SF3B1	4.0	23451.0
SIN3A	4.0	25942.0
SMAD4	3.0	4089.0
SMARCA4	3.0	6597.0
SMC3	4.0	9126.0
SPAST	2.0	6683.0
SRSF11	2.0	9295.0
SSRP1	4.0	6749.0
ST7	4.0	7982.0
STXBP5	3.0	134957.0
SLC25A12	4.0	8604.0
SNX5	3.0	27131.0
SPEN	3.0	23013.0
SYAP1	4.0	94056.0
SYNCRIP	4.0	10492.0
SYNJ1	4.0	8867.0
SLC35B1	3.0	10237.0
SOD1	4.0	6647.0
STK39	4.0	27347.0
TBC1D31	3.0	93594.0
TBL1XR1	2.0	79718.0
TCF7L2	3.0	6934.0
TERF2	3.0	7014.0
TLK2	4.0	11011.0
TMLHE	3.0	55217.0
TNRC6B	2.0	23112.0
TRIM33	4.0	51592.0
TRIP12	1.0	9320.0
TUBGCP5	4.0	114791.0
UBE2H	4.0	7328.0
UBE3A	3.0	7337.0
TRRAP	4.0	8295.0
UBE3C	3.0	9690.0
UBR5	3.0	51366.0
UPF3B	2.0	65109.0
USP15	2.0	9958.0
USP45	3.0	85015.0
USP7	2.0	7874.0
WAC	2.0	51322.0
WDFY3	2.0	23001.0
XPO1	4.0	7514.0
YTHDC2	4.0	64848.0
YWHAE	4.0	7531.0
YEATS2	4.0	55689.0
ZMYND11	3.0	10771.0
ZNF18	4.0	7566.0
ZNF292	4.0	23036.0
ZNF559	4.0	84527.0
ZNF827	4.0	152485.0
ZWILCH	4.0	55055.0
