symbol	score	entrez
ABCA10	4.0	10349.0
AGMO	4.0	392636.0
ARHGAP11B	4.0	89839.0
ASMT	4.0	438.0
ATP2B2	3.0	491.0
CACNA1D	2.0	776.0
CELF6	4.0	60677.0
CNGB3	4.0	54714.0
CNTNAP4	3.0	85445.0
COL28A1	4.0	340267.0
CAMK4	4.0	814.0
CUX2	4.0	23316.0
CYP11B1	4.0	1584.0
DDX53	4.0	168400.0
CADPS	4.0	8618.0
DPP6	4.0	1804.0
FAM47A	4.0	158724.0
FAM92B	3.0	339145.0
FBXO40	4.0	51725.0
FCRL6	4.0	343413.0
FEZF2	4.0	55079.0
GLIS1	4.0	148979.0
GRID1	3.0	2894.0
GRID2	4.0	2895.0
GRIK2	3.0	2898.0
GALNT8	3.0	3742.0
GRID2IP	4.0	392862.0
GUCY1A2	4.0	2977.0
HIVEP3	3.0	59269.0
HTR3C	4.0	170572.0
HYDIN	4.0	54768.0
KATNAL2	1.0	83473.0
KCNK7	4.0	10089.0
KIRREL3	3.0	84623.0
KCNC1	4.0	3746.0
KRT26	4.0	353288.0
MFRP	3.0	83552.0
MUC4	4.0	4585.0
MYT1L	1.0	23040.0
NLGN3	2.0	54413.0
NAALADL2	4.0	254827.0
OR2M4	4.0	26245.0
OR2T10	4.0	127069.0
OR52M1	3.0	119772.0
OTX1	4.0	5013.0
PCDHA11	4.0	56138.0
PCDHA13	4.0	56136.0
PCDHA2	4.0	56146.0
PCDHA4	4.0	56144.0
PCDHA6	4.0	56142.0
PCDHA7	4.0	56141.0
PCDHA8	4.0	56140.0
PCDHA9	4.0	9752.0
PDCD1	4.0	5133.0
RAD21L1	4.0	642636.0
RBFOX1	3.0	54715.0
PCDHAC2	4.0	56134.0
SHANK1	3.0	50944.0
SHOX	3.0	6473.0
SLC6A4	4.0	6532.0
SSPO	4.0	23145.0
SYN2	4.0	6854.0
SYNGAP1	1.0	8831.0
UNC80	4.0	285175.0
ZNF517	4.0	340385.0
ACHE	3.0	43.0
AFF2	4.0	2334.0
AGTR2	4.0	186.0
AHDC1	3.0	27245.0
ADORA2A	4.0	135.0
