symbol	score	entrez
ABCA13	4.0	154664.0
ACE	4.0	1636.0
ACHE	3.0	43.0
ADCY5	4.0	111.0
AFF2	4.0	2334.0
AGAP2	3.0	116986.0
AGBL4	4.0	84871.0
AGO1	3.0	26523.0
AGTR2	4.0	186.0
ADORA2A	4.0	135.0
ANKS1B	4.0	56899.0
ASTN2	3.0	23245.0
ATP10A	3.0	57194.0
ATP1A3	4.0	478.0
AVPR1A	3.0	552.0
AVPR1B	4.0	553.0
AZGP1	4.0	563.0
C15orf62	4.0	643338.0
C4B	4.0	721.0
CA6	4.0	765.0
BICDL1	4.0	92558.0
BCAS1	4.0	8537.0
CACNA1B	4.0	774.0
CACNA1D	2.0	776.0
CACNA1E	3.0	777.0
CACNA1G	4.0	8913.0
CACNA1H	2.0	8912.0
CACNB2	3.0	783.0
CAMK2A	4.0	815.0
CDH8	4.0	1006.0
CDH13	3.0	1012.0
CHRM3	4.0	1131.0
CHRNA7	3.0	1139.0
CNKSR2	3.0	22866.0
CNR1	3.0	1268.0
CNTN4	2.0	152330.0
CNTNAP5	4.0	129684.0
CSMD1	4.0	64478.0
CTNNA3	4.0	29119.0
CTNND2	2.0	1501.0
CTTNBP2	3.0	83992.0
CADM2	4.0	253559.0
DAGLA	4.0	747.0
DLX6	4.0	1750.0
DNAH10	4.0	196385.0
DNAH17	4.0	8632.0
DNAH3	4.0	55567.0
DNMT3A	3.0	1788.0
DLGAP3	4.0	58512.0
DLX3	3.0	1747.0
DOCK8	3.0	81704.0
DPP10	3.0	57628.0
DRD2	4.0	1813.0
DSCAM	1.0	1826.0
DUSP15	4.0	128853.0
DYDC1	4.0	143241.0
DLX2	4.0	1746.0
ELAVL2	4.0	1993.0
ELAVL3	3.0	1995.0
EN2	4.0	2020.0
ERMN	4.0	57471.0
ESRRB	4.0	2103.0
FGA	4.0	2243.0
FHIT	4.0	2272.0
FRK	4.0	2444.0
GABBR2	4.0	9568.0
GALNT13	4.0	114805.0
GLRA2	4.0	2742.0
GPR37	4.0	2861.0
GPR85	4.0	54329.0
GRIA1	2.0	2890.0
GRID1	3.0	2894.0
GRIK5	3.0	2901.0
GRIN1	3.0	2902.0
GABRG3	3.0	2567.0
GRIK3	4.0	2899.0
GRIP1	2.0	23426.0
GRM7	4.0	2917.0
GUCY1A2	4.0	2977.0
HSD11B1	4.0	3290.0
IL1RAPL1	4.0	11141.0
IL1RAPL2	4.0	26280.0
IQSEC2	4.0	23096.0
KCND2	4.0	3751.0
KCND3	4.0	3752.0
KCNJ10	3.0	3766.0
KCNQ2	3.0	3785.0
KCNQ3	3.0	3786.0
KHDRBS2	4.0	202559.0
LAMA1	4.0	284217.0
LEP	4.0	3952.0
LRFN2	4.0	57497.0
LRFN5	4.0	145581.0
LRP2	4.0	4036.0
MAGEL2	2.0	54551.0
MARK1	4.0	4139.0
MBD6	4.0	114785.0
MDGA2	4.0	161357.0
LMX1B	3.0	4010.0
LRRC4	4.0	64101.0
MEGF10	4.0	84466.0
MEGF11	4.0	84465.0
MUC12	4.0	10071.0
NLGN2	4.0	57555.0
NRXN1	2.0	9378.0
NLGN4Y	4.0	22829.0
NRXN2	4.0	9379.0
NRXN3	3.0	9369.0
NTNG1	4.0	22854.0
NTRK1	4.0	4914.0
NTRK3	4.0	4916.0
NXPH1	4.0	30010.0
OR1C1	4.0	26188.0
P2RX5	3.0	5026.0
PARD3B	3.0	117583.0
PAX5	3.0	5079.0
PCDH10	4.0	57575.0
PCDH11X	4.0	27328.0
PCDHA10	4.0	56139.0
PCDHA5	4.0	56143.0
PCDHA9	4.0	9752.0
PLN	4.0	5350.0
PNPLA7	4.0	375775.0
PRODH	3.0	5625.0
PTCHD1	2.0	139411.0
PRKN	3.0	5071.0
RAB39B	4.0	116442.0
RAB43	3.0	339122.0
RAI1	3.0	10743.0
RAPGEF4	4.0	11069.0
PCDHAC1	4.0	56135.0
PON1	3.0	5444.0
PPP1R1B	4.0	84152.0
PTPRT	4.0	11122.0
RELN	1.0	5649.0
RFX3	4.0	5991.0
RGS7	4.0	6000.0
RHOXF1	4.0	158800.0
RIMS1	2.0	22999.0
SCN1A	3.0	6323.0
SAMD11	4.0	148398.0
SLC4A10	4.0	57282.0
SMG6	4.0	23293.0
SNTG2	4.0	54221.0
STX1A	4.0	6804.0
SLITRK5	3.0	26050.0
ST8SIA2	3.0	8128.0
SYN1	4.0	6853.0
SYNGAP1	1.0	8831.0
STYK1	4.0	55359.0
TBR1	1.0	10716.0
TBX1	4.0	6899.0
TRPC6	3.0	7225.0
TTC25	4.0	83538.0
TTN	4.0	7273.0
UNC13A	4.0	23025.0
UNC79	3.0	57578.0
VASH1	4.0	22846.0
VIL1	3.0	7429.0
WNK3	4.0	65267.0
WNT1	4.0	7471.0
ZBTB16	4.0	7704.0
ZNF713	4.0	349075.0
